"","COUNTRY","iso3","year","de_jure","weighted_de_jure","pos_total","neg_total","de_jure_count_C","de_jure_count_GOV.PROT","de_jure_count_I","de_jure_count_P","weighted_de_jure_count_C","weighted_de_jure_count_GOV.PROT","weighted_de_jure_count_I","weighted_de_jure_count_P","de_jure_C","de_jure_GOV.PROT","de_jure_I","de_jure_P","weighted_de_jure_C","weighted_de_jure_GOV.PROT","weighted_de_jure_I","weighted_de_jure_P","pos_sum_C","pos_sum_GOV.PROT","pos_sum_I","pos_sum_P","neg_sum_C","neg_sum_GOV.PROT","neg_sum_I","neg_sum_P","legal_rule_count_C","legal_rule_count_GOV.PROT","legal_rule_count_I","legal_rule_count_P","de_jure_total","weighted_de_jure_total","legal_rule_count_total","de_jure_count_EXPRESSION","de_jure_count_OBLIGATION","weighted_de_jure_count_EXPRESSION","weighted_de_jure_count_OBLIGATION","de_jure_EXPRESSION","de_jure_OBLIGATION","weighted_de_jure_EXPRESSION","weighted_de_jure_OBLIGATION","pos_sum_EXPRESSION","pos_sum_OBLIGATION","neg_sum_EXPRESSION","neg_sum_OBLIGATION","legal_rule_count_EXPRESSION","legal_rule_count_OBLIGATION","APPEAL_NONREG","APPEAL_NONREG_CRISIS","APPEAL_REG","APPEAL_REG_CRISIS","C_DISINFO_GEN","C_DISINFO_GEN_CRISIS","C_DISINFO_GEN_DIGI","C_DISINFO_ICCPR","C_DISINFO_ICCPR_CRISIS","C_DISINFO_ICCPR_DIGI","C_DISINFO_NON-ICCPR","C_DISINFO_NON-ICCPR_CRISIS","C_DISINFO_NON-ICCPR_DIGI","C_EXPRESS_ICCPR","C_EXPRESS_ICCPR_CRISIS","C_EXPRESS_ICCPR_DIGI","C_EXPRESS_ICCPR_GOVOFF","C_EXPRESS_NON-ICCPR","C_EXPRESS_NON-ICCPR_CRISIS","C_EXPRESS_NON-ICCPR_DIGI","C_MALINFO_GEN","C_MALINFO_GEN_CRISIS","C_MALINFO_GEN_DIGI","C_MISINFO_GEN","C_MISINFO_GEN_CRISIS","C_MISINFO_GEN_DIGI","C_MISINFO_ICCPR","C_MISINFO_ICCPR_CRISIS","C_MISINFO_ICCPR_DIGI","C_MISINFO_NON-ICCPR","C_MISINFO_NON-ICCPR_CRISIS","C_MISINFO_NON-ICCPR_DIGI","EXEMPTION_LEG","EXEMPTION_LEG_CRISIS","EXEMPTION_SEPLEG","EXEMPTION_SEPLEG_CRISIS","GOV_CENSOR","GOV_CENSOR_CRISIS","GOV_NOWARRANT","GOV_NOWARRANT_CRISIS","GOV_OVERSIGHT","GOV_OVERSIGHT_CRISIS","GOV_REGULATOR","GOV_REGULATOR_CRISIS","GOV_WARRANT","GOV_WARRANT_CRISIS","IM_CORRECT","IM_CORRECT_CRISIS","IM_DAILY","IM_DAILY_CRISIS","IM_DATA","IM_DATA_CRISIS","IM_DEPLATFORM","IM_DEPLATFORM_CRISIS","IM_EMERGENCY","IM_EMERGENCY_CRISIS","IM_FUNDING","IM_FUNDING_CRISIS","IM_LICENSE","IM_LICENSE_CRISIS","IM_OVERSIGHT","IM_OVERSIGHT_CRISIS","IM_PREVENTION","IM_PREVENTION_CRISIS","IM_PUBINTEREST","IM_PUBINTEREST_CRISIS","IM_REPORT","IM_REPORT_CRISIS","I_DISINFO_GEN","I_DISINFO_GEN_CRISIS","I_DISINFO_GEN_DIGI","I_DISINFO_ICCPR","I_DISINFO_ICCPR_CRISIS","I_DISINFO_ICCPR_DIGI","I_DISINFO_NON-ICCPR","I_DISINFO_NON-ICCPR_CRISIS","I_DISINFO_NON-ICCPR_DIGI","I_EXPRESS_ICCPR","I_EXPRESS_ICCPR_CRISIS","I_EXPRESS_ICCPR_DIGI","I_EXPRESS_NON-ICCPR","I_EXPRESS_NON-ICCPR_CRISIS","I_EXPRESS_NON-ICCPR_DIGI","I_MALINFO_GEN","I_MALINFO_GEN_CRISIS","I_MALINFO_GEN_DIGI","I_MISINFO_GEN","I_MISINFO_GEN_CRISIS","I_MISINFO_GEN_DIGI","I_MISINFO_ICCPR","I_MISINFO_ICCPR_CRISIS","I_MISINFO_ICCPR_DIGI","I_MISINFO_NON-ICCPR","I_MISINFO_NON-ICCPR_CRISIS","I_MISINFO_NON-ICCPR_DIGI","LAWSUIT_LAWSUIT","LAWSUIT_LAWSUIT_CRISIS","PRESS_CORRECT","PRESS_CORRECT_CRISIS","PRESS_FUNDING","PRESS_FUNDING_CRISIS","PRESS_LICENSE","PRESS_LICENSE_CRISIS","PRESS_OVERSIGHT","PRESS_OVERSIGHT_CRISIS","PRESS_REPORT","PRESS_REPORT_CRISIS","P_DISINFO_GEN","P_DISINFO_GEN_CRISIS","P_DISINFO_GEN_DIGI","P_DISINFO_ICCPR","P_DISINFO_ICCPR_CRISIS","P_DISINFO_ICCPR_DIGI","P_DISINFO_NON-ICCPR","P_DISINFO_NON-ICCPR_CRISIS","P_DISINFO_NON-ICCPR_DIGI","P_EXPRESS_ICCPR","P_EXPRESS_ICCPR_CRISIS","P_EXPRESS_ICCPR_DIGI","P_EXPRESS_NON-ICCPR","P_EXPRESS_NON-ICCPR_CRISIS","P_EXPRESS_NON-ICCPR_DIGI","P_MALINFO_GEN","P_MALINFO_GEN_CRISIS","P_MALINFO_GEN_DIGI","P_MISINFO_GEN","P_MISINFO_GEN_CRISIS","P_MISINFO_GEN_DIGI","P_MISINFO_ICCPR","P_MISINFO_ICCPR_CRISIS","P_MISINFO_ICCPR_DIGI","P_MISINFO_NON-ICCPR","P_MISINFO_NON-ICCPR_CRISIS","P_MISINFO_NON-ICCPR_DIGI","REG_RULES","REG_RULES_CRISIS"
"62","El Salvador","SLV",2023,0.888888888888889,0.811728395061728,15,1,5,6,3,2,5,6,2,1.61111111111111,1,1,1,0.5,1,1,0.666666666666667,0.402777777777778,5,5,3,2,0,1,0,0,5,6,3,4,16,14.6111111111111,18,4,12,4.11111111111111,10.5,0.666666666666667,1,0.685185185185185,0.875,4,11,0,1,6,12,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"63","El Salvador","SLV",2024,0.925925925925926,0.862139917695473,24,1,6,13,4,2,6,13,2.66666666666667,1.61111111111111,1,1,1,0.5,1,1,0.666666666666667,0.402777777777778,6,12,4,2,0,1,0,0,6,13,4,4,25,23.2777777777778,27,5,20,5.11111111111111,18.1666666666667,0.714285714285714,1,0.73015873015873,0.908333333333333,5,19,0,1,7,20,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"64","El Salvador","SLV",2025,0.941176470588235,0.870915032679739,31,1,6,16,4,6,6,16,2.66666666666667,4.94444444444444,1,1,1,0.75,1,1,0.666666666666667,0.618055555555556,6,15,4,6,0,1,0,0,6,16,4,8,32,29.6111111111111,34,5,27,5.11111111111111,24.5,0.714285714285714,1,0.73015873015873,0.907407407407407,5,26,0,1,7,27,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"65","Eswatini","SWZ",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","Eswatini","SWZ",2020,0.6,0.488888888888889,4,-1,3,0,0,0,2.44444444444444,0,0,0,0.6,0,0,0,0.488888888888889,0,0,0,4,0,0,0,-1,0,0,0,5,0,0,0,3,2.44444444444444,5,3,0,2.44444444444444,0,0.6,0,0.488888888888889,0,4,0,-1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Ethiopia","ETH",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","Ethiopia","ETH",2019,0.555555555555556,0.54320987654321,7,-2,4,2,0,-1,3.77777777777778,2,0,-0.888888888888889,0.666666666666667,1,0,-1,0.62962962962963,1,0,-0.888888888888889,5,2,0,0,-1,0,0,-1,6,2,0,1,5,4.88888888888889,9,3,2,2.88888888888889,2,0.428571428571429,1,0.412698412698413,1,5,2,-2,0,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"69","Ethiopia","ETH",2020,0.714285714285714,0.634920634920635,12,-2,6,3,2,-1,5.55555555555556,3,1.22222222222222,-0.888888888888889,0.75,1,1,-1,0.694444444444444,1,0.611111111111111,-0.888888888888889,7,3,2,0,-1,0,0,-1,8,3,2,1,10,8.88888888888889,14,6,4,5.22222222222222,3.66666666666667,0.6,1,0.522222222222222,0.916666666666667,8,4,-2,0,10,4,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"70","European Union","EU",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","European Union","EU",2022,0.8,0.605555555555556,18,-2,0,5,11,0,0,5,7.11111111111111,0,0,0.714285714285714,0.846153846153846,0,0,0.714285714285714,0.547008547008547,0,0,6,12,0,0,-1,-1,0,0,7,13,0,16,12.1111111111111,20,5,11,3.11111111111111,9,0.714285714285714,0.846153846153846,0.444444444444444,0.692307692307692,6,12,-1,-1,7,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"72","Fiji","FJI",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Fiji","FJI",2010,0.368421052631579,0.327485380116959,13,-6,-1,4,0,4,-1,4,-0.111111111111111,3.33333333333333,-0.333333333333333,1,0,0.5,-0.333333333333333,1,-0.0277777777777778,0.416666666666667,1,4,2,6,-2,0,-2,-2,3,4,4,8,7,6.22222222222222,19,2,5,1.55555555555556,4.66666666666667,0.142857142857143,1,0.111111111111111,0.933333333333333,8,5,-6,0,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","Fiji","FJI",2020,0.421052631578947,0.347953216374269,27,-11,-3,7,5,7,-2.88888888888889,7,3.22222222222222,5.88888888888889,-0.6,0.777777777777778,0.555555555555556,0.466666666666667,-0.577777777777778,0.777777777777778,0.358024691358025,0.392592592592593,1,8,7,11,-4,-1,-2,-4,5,9,9,15,16,13.2222222222222,38,1,15,0.555555555555555,12.6666666666667,0.0476190476190476,0.882352941176471,0.0264550264550264,0.745098039215686,11,16,-10,-1,21,17,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-3,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"75","Fiji","FJI",2022,0.435897435897436,0.356125356125356,28,-11,-3,7,6,7,-2.88888888888889,7,3.88888888888889,5.88888888888889,-0.6,0.777777777777778,0.6,0.466666666666667,-0.577777777777778,0.777777777777778,0.388888888888889,0.392592592592593,1,8,8,11,-4,-1,-2,-4,5,9,10,15,17,13.8888888888889,39,1,16,0.555555555555555,13.3333333333333,0.0476190476190476,0.888888888888889,0.0264550264550264,0.740740740740741,11,17,-10,-1,21,18,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-3,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"76","Fiji","FJI",2023,0.4,0.344444444444444,14,-6,-1,4,1,4,-1,4,0.555555555555555,3.33333333333333,-0.333333333333333,1,0.2,0.5,-0.333333333333333,1,0.111111111111111,0.416666666666667,1,4,3,6,-2,0,-2,-2,3,4,5,8,8,6.88888888888889,20,2,6,1.55555555555556,5.33333333333333,0.142857142857143,1,0.111111111111111,0.888888888888889,8,6,-6,0,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","France","FRA",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","France","FRA",2018,1,0.62962962962963,3,0,0,0,3,0,0,0,1.88888888888889,0,0,0,1,0,0,0,0.62962962962963,0,0,0,3,0,0,0,0,0,0,0,3,0,3,1.88888888888889,3,1,2,0.555555555555556,1.33333333333333,1,1,0.555555555555556,0.666666666666667,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Gabon","GAB",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","Gabon","GAB",2016,0.857142857142857,0.630952380952381,13,-1,0,0,5,7,0,0,3.33333333333333,5.5,0,0,1,0.777777777777778,0,0,0.666666666666667,0.611111111111111,0,0,5,8,0,0,0,-1,0,0,5,9,12,8.83333333333333,14,7,5,5,3.83333333333333,0.777777777777778,1,0.555555555555556,0.766666666666667,8,5,-1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","Gabon","GAB",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Guyana","GUY",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","Guyana","GUY",1959,1,0.888888888888889,1,0,1,0,0,0,0.888888888888889,0,0,0,1,0,0,0,0.888888888888889,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.888888888888889,1,1,0,0.888888888888889,0,1,0,0.888888888888889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","Guyana","GUY",1984,1,0.888888888888889,5,0,4,0,0,1,3.55555555555556,0,0,0.888888888888889,1,0,0,1,0.888888888888889,0,0,0.888888888888889,4,0,0,1,0,0,0,0,4,0,0,1,5,4.44444444444444,5,5,0,4.44444444444444,0,1,0,0.888888888888889,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","Guyana","GUY",1985,1,0.888888888888889,1,0,1,0,0,0,0.888888888888889,0,0,0,1,0,0,0,0.888888888888889,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.888888888888889,1,1,0,0.888888888888889,0,1,0,0.888888888888889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","Guyana","GUY",1997,1,0.888888888888889,3,0,2,1,0,0,1.66666666666667,1,0,0,1,1,0,0,0.833333333333333,1,0,0,2,1,0,0,0,0,0,0,2,1,0,0,3,2.66666666666667,3,2,1,1.66666666666667,1,1,1,0.833333333333333,1,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
